Catalog,GLong,GLat,Radius,Comments,Group_Flag,Group,Name,Alias,Simbad_comments,VGPSExclude,MagpisExclude,Parallax_Name,Magpis,NVSS,Cornish,Yusef20cmGC,LangRadio,LangPaschen,THOR,SMGPS,MeerKATGC,GName,RA (J2000),Dec (J2000),Name_Split,Name_Observed,GName_Observed,GLong_Observed,GLat_Observed,RA (J2000)_Observed,Dec (J2000)_Observed,TL,e_TL,FWHM,e_FWHM,VLSR,e_VLSR,VLSR_He,e_VLSR_He,FWHM_He,e_FWHM_He,TL_He,e_TL_He,VLSR_C,e_VLSR_C,FWHM_C,e_FWHM_C,TL_C,e_TL_C,Telescope,Resolution,Wavelength,Frequency,Author,Year,VLSR2,e_VLSR2,FWHM2,e_FWHM2,TL2,e_TL2,VLSR3,e_VLSR3,FWHM3,e_FWHM3,TL3,e_TL3,VLSR4,e_VLSR4,FWHM4,e_FWHM4,TL4,e_TL4,Name_Split_Observed,Name_Te,GName_Te,GLong_Te,GLat_Te,RA (J2000)_Te,Dec (J2000)_Te,Author_Te,Year_Te,Te,e_Te,y,e_y,Name_Split_Te,Name_Real_VLSR,GName_Real_VLSR,GLong_Real_VLSR,GLat_Real_VLSR,RA (J2000)_Real_VLSR,Dec (J2000)_Real_VLSR,Author_Real_VLSR,Year_Real_VLSR,Real_VLSR,Name_Split_Real_VLSR,Name_KDAR,GName_KDAR,GLong_KDAR,GLat_KDAR,RA (J2000)_KDAR,Dec (J2000)_KDAR,Author_KDAR,Year_KDAR,KDAR,DMethod,Name_Split_KDAR,GLIMPSE_Flux,GLIMPSE_e_Flux,GLIMPSE_Area,GLIMPSE_Saturation,MIPSGal_Flux,MIPSGal_e_Flux,MIPSGal_Area,MIPSGal_Saturation,WISE3_Flux,WISE3_e_Flux,WISE3_Area,WISE3_Saturation,WISE4_Flux,WISE4_e_Flux,WISE4_Area,WISE4_Saturation,HiGal70_Flux,HiGal70_e_Flux,HiGal70_Area,HiGal70_Saturation,HiGal160_Flux,HiGal160_e_Flux,HiGal160_Area,HiGal160_Saturation,VGPS_Flux,VGPS_e_Flux,VGPS_Area,VGPS_Saturation,MAGPIS_Flux,MAGPIS_e_Flux,MAGPIS_Area,GLong_Radio_Continuum,GLat_Radio_Continuum,RA (J2000)_Radio_Continuum,Dec (J2000)_Radio_Continuum,Author_Radio_Continuum,Year_Radio_Continuum,Match_Distance,GLong_Molecular,GLat_Molecular,RA (J2000)_Molecular,Dec (J2000)_Molecular,VLSR_Molecular,Molecule_Molecular,Author_Molecular,Year_Molecular,GName_Parallax,Alias_Parallax,RA (J2000)_Parallax,Dec (J2000)_Parallax,Parallax,e_Parallax,mux,e_mux,muy,e_muy,VLSR_Parallax,e_VLSR_Parallax,Author_Parallax,Name_Split_Parallax,spectrum_x,spectrum_y,Group_VLSR,Group_e_VLSR,Group_KDAR
K,44.379,-0.326935,302.105,,0,,LA142,,,0,1,,0,0,0,0,0,0,0,1,0,G044.379-00.327,288.4290026529454,10.021904606218884,[],LA142,G044.427-0.317,44.427,-0.317,288.44268789448773,10.069032559104071,0.0228,0.0005,18.6,0.5,61.1,0.2,,,,,,,,,,,,,GBT,1.3,3.0,9.0,Anderson et al. (2011),2011.0,,,,,,,,,,,,,,,,,,,['LA142'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9860875607,23.75486755,79.59268951,0.0,24.29420471,16.11510277,79.59268951,0.0,6.205045223,27.20645523,7.164835453,0.0,24.07923508,16.87057495,7.164835453,0.0,307.9516907,190.2611389,79.59546661,0.0,940.3140259,1372.50293,160.999054,0.0,0.8789749742,0.01725342683,79.59268188,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,44.4185,0.535575,84.6887,,0,,LA131;G044.417+0.536,,,0,0,,0,0,0,0,0,0,0,1,0,G044.418+00.535,287.67073532606906,10.456283505321215,[],LA131,G044.417+00.536,44.417,0.536,287.6696473964694,10.455149566581083,0.0132,0.00032,24.26,0.7,-55.95,0.29,,,,,,,-52.52,0.37,4.01,0.88,0.00412,0.00078,GBT,1.3,3.0,9.0,Balser et al. (2015),2015.0,-55.1,0.2,25.0,0.4,0.013099999999999999,0.0002,,,,,,,,,,,,,['LA131'],G044.418+00.535,G044.418+00.536,44.418,0.536,287.67011715292995,10.45603641979783,Wenger et al. (2019),2019.0,8492.0,299.0,,,['G044.418+00.535'],,,,,,,,,,,,,,,,,,,,,,3.616478205,0.09220843762,3.198400021,0.0,13.47998047,1.251625061,3.279999971,0.0,4.46348381,0.2442112863,0.3031999767,0.0,16.33162308,0.8627685308,0.3031999767,0.0,169.7036438,3.946612835,3.31093359,0.0,345.316864,12.80284405,6.883555412,0.0,0.1359501034,0.008513222449,6.552846909,0.0,0.03395833448,0.002646374283,0.7266666293,,,,,,,0.0006562202374221591,44.418,0.536,287.67011715292995,10.45603641979783,       ,CS,"Bronfman, Nyman, & May (1996)",1996.0,,,,,,,,,,,,,,,,,,,
Q,44.4222,4.25086,53.7367,weird,0,,DB039,,nada,1,1,,0,0,0,0,0,0,0,0,0,G044.422+04.250,284.30225359992846,12.157424770331374,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,44.4235,0.5377,25.0,,1,LA131;G044.417+0.536,,,,1,0,,0,0,0,0,0,0,0,1,0,G044.423+00.537,287.6711676615156,10.461699470382975,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2637631893,0.06526516378,0.04975447804,0.0,2.818323135,0.41807428,0.04975447804,0.0,0.2522797585,0.1697078645,0.004478971474,0.0,1.187031865,0.8389393687,0.004478971474,0.0,22.59921837,4.920789719,0.04976465926,0.0,30.60409737,11.40698147,0.1006598175,0.0,,,,,0.006077167112,0.0004011513956,0.04998824745,,,,,,,0.005756735185847616,44.418,0.536,287.67011715292995,10.45603641979783,       ,CS,"Bronfman, Nyman, & May (1996)",1996.0,,,,,,,,,,,,,,,,,-55.95,0.29,
K,44.501,0.332177,50.6466,,0,,LA2008;G044.501+0.335,,,0,0,,0,0,0,0,0,0,0,0,0,G044.501+00.332,287.8929143461729,10.435408703307875,[],LA2008,G044.501+0.335,44.501,0.335,287.8903694528384,10.43671459265731,0.0485,0.0002,22.0,0.1,-43.0,0.1,,,,,,,,,,,,,GBT,1.3,3.0,9.0,Anderson et al. (2011),2011.0,-43.73,0.12,22.54,0.29,0.045869999999999994,0.0005200000000000001,,,,,,,,,,,,,['LA2008'],G044.501+00.332,G044.501+00.332,44.501,0.332,287.8930739083801,10.435326824346275,Wenger et al. (2019),2019.0,9044.0,694.0,,,['G044.501+00.332'],,,,,,,,,,,,,,,,,,,,,,2.207352638,0.3861187398,2.236960173,0.0,9.452136993,0.3685792685,2.236960173,0.0,3.722640514,0.4281747341,0.2013557702,0.0,9.445971489,0.5568314195,0.2013557702,0.0,112.002037,6.999150276,2.237296581,0.0,198.79422,24.72340012,4.525416851,0.0,0.5644723177,0.13319318,8.621135712,0.0,0.1509528458,0.02852507308,1.574284077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,44.5039,0.349844,32.5501,,1,LA2008;G044.501+0.335,,,,1,0,,0,0,0,0,0,0,0,0,0,G044.503+00.349,287.8783514226168,10.446152008031909,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.056936026,0.08958029002,0.9239766002,0.0,4.00958395,0.4381819963,0.9239766002,0.0,2.197576046,0.1090268642,0.08317020535,0.0,3.59659338,0.5496988297,0.08317020535,0.0,99.72306824,4.291201115,0.9241218567,0.0,193.5864105,10.54731464,1.869236708,0.0,,,,,0.01029367931,0.000221265218,0.09967601299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.0,0.1,
G,44.5161,0.359816,51.5966,,1,LA135,,,,0,1,,0,0,0,0,0,0,0,0,0,G044.516+00.359,287.87509927529067,10.461580773689795,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4694135785,0.1324534714,2.109200001,0.0,1.388476014,0.3914128542,2.152000189,0.0,0.6191778779,0.1031878516,0.1984000206,0.0,1.429062843,0.4373825192,0.1984000206,0.0,22.34408379,5.206120968,2.178844452,0.0,66.55902863,17.35832977,4.494222641,0.0,0.04018982872,0.05825231597,2.970000029,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49.7,0.1,
K,44.5212,0.385209,42.5,,0,,LA135,,,0,0,,0,0,0,0,0,0,0,0,0,G044.521+00.385,287.8546030380033,10.477846978839619,[],LA135,G044.518+0.379,44.518,0.379,287.85869637803603,10.472138246974637,0.0181,0.0002,25.9,0.3,-49.7,0.1,,,,,,,,,,,,,GBT,1.3,3.0,9.0,Anderson et al. (2011),2011.0,,,,,,,,,,,,,,,,,,,['LA135'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.524896264,0.2842314243,1.575219512,0.0,5.018594265,0.2563097775,1.575219512,0.0,2.256754875,0.2925246954,0.1417907923,0.0,4.967001915,0.2890839577,0.1417907923,0.0,74.96679688,4.40567112,1.575496316,0.0,225.8114624,27.9022274,3.186782598,0.0,0.1531292051,0.07947104424,3.563195467,0.0,0.02885236219,0.004770678468,0.5381445289,,,,,,,0.002798156714696256,44.521,0.388,287.8519924242022,10.478960437357433,       ,CS,"Bronfman, Nyman, & May (1996)",1996.0,,,,,,,,,,,,,,,,,,,
K,44.5528,-0.238967,227.624,,0,,LA342,,,0,1,,0,0,0,0,0,0,0,1,0,G044.552-00.239,288.43177962638805,10.216677789436913,[],LA342,G044.528-0.234,44.528,-0.234,288.41561537061455,10.197015085763418,0.0128,0.0004,13.6,0.5,58.4,0.2,,,,,,,,,,,,,GBT,1.3,3.0,9.0,Anderson et al. (2011),2011.0,,,,,,,,,,,,,,,,,,,['LA342'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.96339512,9.615548134,45.18471909,0.0,14.97065735,5.436554432,45.18471909,0.0,17.76622581,9.9634161,4.067063808,0.0,31.17385483,10.58280754,4.067063808,0.0,314.8615417,82.4172821,45.18859863,0.0,1539.947021,845.2258911,91.40373993,0.0,0.1624812484,0.110270828,45.18471527,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,44.5793,-0.200235,29.8042,,0,,,,,0,0,,0,0,0,0,0,0,0,1,0,G044.579-00.201,288.4094118970751,10.258125293855676,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,44.5857,0.362827,56.6774,,0,,G44.586+0.363,,,0,0,,0,0,0,0,0,0,0,1,0,G044.585+00.362,287.90512689695646,10.5246781638737,[],G44.586+0.363,G044.586+00.363,44.586,0.363,287.905112055853,10.525024158786815,0.002,0.0001,14.5,1.2,17.3,0.5,,,,,,,,,,,,,FAST,3.0,25.0,1.2,Hou et al. (2022),2022.0,,,,,,,,,,,,,,,,,,,['G44.586+0.363'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,44.5976,-0.971872,64.924,,0,,,,,0,1,,0,0,0,0,0,0,0,1,0,G044.597-00.972,289.111925318527,9.91552697593128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,44.6448,0.369036,76.286,,0,,G44.645+0.369,,,0,0,,0,0,0,0,0,0,0,1,0,G044.644+00.369,287.92733994534285,10.579944319098923,[],G44.645+0.369,G044.645+00.369,44.645,0.369,287.92746654598227,10.580104964508562,0.001,0.0001,15.6,2.1,19.1,0.9,,,,,,,,,,,,,FAST,3.0,25.0,1.2,Hou et al. (2022),2022.0,,,,,,,,,,,,,,,,,,,['G44.645+0.369'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,44.6625,-0.157016,29.8042,,0,,,,,0,0,,0,0,0,0,0,0,0,1,0,G044.662-00.158,288.4097399309349,10.351880028082437,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,44.6677,0.122926,75.9094,,0,,,,,0,0,,0,0,0,0,0,0,0,1,0,G044.667+00.122,288.1600042178459,10.4862915162934,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,44.6873,-0.129696,29.8042,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,G044.687-00.130,288.39683586729143,10.386525348012782,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,44.689,-0.578795,127.009,,0,,LA255,,,0,1,,0,0,0,0,0,0,0,1,0,G044.689-00.579,288.80182735116585,10.179398670780694,[],LA255,G044.713-0.573,44.713,-0.573,288.80795646759486,10.203338884418065,0.0068,0.0002,19.6,0.9,41.9,0.4,,,,,,,,,,,,,GBT,1.3,3.0,9.0,Anderson et al. (2011),2011.0,,,,,,,,,,,,,,,,,,,['LA255'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.81685162,3.855771303,14.02640057,0.0,11.93019772,2.361641884,14.17120075,0.0,10.93117619,4.345575809,1.295200109,0.0,12.61669827,3.113631725,1.295200109,0.0,270.0657043,36.2710228,14.27911282,0.0,685.692688,279.2426147,29.13849068,0.0,0.1051958352,0.03798766434,15.84000015,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,44.7042,0.0480386,93.0121,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,G044.704+00.048,288.2446936972003,10.483928268098774,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,44.7162,-0.597661,39.799,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,G044.716-00.598,288.8316497956241,10.194699970398698,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,44.7751,-0.548418,60.0001,N93,1,G044.786-00.490,TB071,,,1,1,,0,0,0,0,0,0,0,1,0,G044.775-00.549,288.8151952669347,10.26974347782724,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.958910465,1.019806504,8.027806282,0.0,6.17668438,1.101774812,8.027806282,0.0,7.54680872,1.135224342,0.7225843072,0.0,6.348666668,1.152451992,0.7225843072,0.0,150.1026001,24.570858,8.029681206,0.0,560.352478,127.9885712,16.24177551,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8,4.0,
Q,44.7845,-0.123802,60.0,AbsolutelynoVGPS,0,,TB072,,,0,0,,0,0,0,0,0,0,0,0,0,G044.784-00.124,288.43739114001494,10.475360679716024,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,44.8058,0.098465,38.5732,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,G044.805+00.098,288.2471534091625,10.59732807657713,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,44.8117,-0.491656,274.805,,0,,G044.786-00.490,,,0,1,,0,0,0,0,0,0,0,1,0,G044.811-00.492,288.7814253837708,10.328543327291992,[],G044.786-00.490,G044.786-00.490,44.786,-0.49,288.76795501617426,10.306547691248785,0.017,0.0025,30.0,5.5,44.8,4.0,,,,,,,,,,,,,NRAO 140',9.0,9.0,3.3,Lockman (1989),1989.0,,,,,,,,,,,,,,,,,,,['G044.786-00.490'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.35118484,7.308783531,62.33080292,0.0,25.49900818,6.11446619,62.59680176,0.0,22.67226601,8.919707298,5.670800209,0.0,32.91101837,12.84064293,5.670800209,0.0,470.3696594,128.6728516,62.80249023,0.0,2066.003174,651.9771118,127.6928177,0.0,0.8226869702,0.25326401,66.41999817,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,44.8235,0.108626,65.2644,vfaint,0,,FQ456,,,0,0,,0,0,0,0,0,0,0,0,0,G044.823+00.108,288.24634153990115,10.617721656458096,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,44.9042,-0.732037,131.188,,0,,LA151,,,0,1,,0,0,0,0,0,0,0,1,0,G044.904-00.733,289.04143331950104,10.29852487840769,[],LA151,G044.922-0.725,44.922,-0.725,289.0435310837185,10.317552448888263,0.0157,0.0003,17.2,0.4,65.6,0.2,,,,,,,,,,,,,GBT,1.3,3.0,9.0,Anderson et al. (2011),2011.0,,,,,,,,,,,,,,,,,,,['LA151'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.894703865,1.70579946,15.00868702,0.0,9.584470749,1.492637396,15.00868702,0.0,10.49502277,2.327567339,1.35100615,0.0,9.832696915,1.990093112,1.35100615,0.0,156.2022247,23.4420948,15.01423264,0.0,581.4568481,85.36287689,30.36955643,0.0,0.1767043471,0.04262185469,15.00868416,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,44.93,0.2232,44.2879,!weirdmatch,0,,FQ457,,,0,0,,0,1,0,0,0,0,0,0,0,G044.930+00.223,288.19325793946496,10.76519528200024,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,44.9587,-0.529776,29.8042,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,G044.958-00.530,288.88525567049595,10.44092653850873,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,44.9797,-0.5664,37.4183,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,G044.979-00.567,288.9281550438024,10.44246578165554,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,45.0025,-0.610401,350.306,maybenotdistinct,0,,LA257;G044.981-00.646,,,0,1,,0,0,0,0,0,0,0,1,0,G045.002-00.611,288.97854541861784,10.44215685082679,[],LA257,G045.039-00.643,45.03938,-0.64261,289.02499349026925,10.459790783240559,0.0087,0.0003,24.6,0.9,61.3,0.4,,,,,,,,,,,,,Arecibo,0.5,3.0,9.0,Bania et al. (2013),2013.0,,,,,,,,,,,,,,,,,,,['LA257'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.33395004,25.5538044,156.946579,0.0,54.05628586,14.39671421,156.946579,0.0,50.74101639,26.32533073,14.12683487,0.0,57.34207535,17.06532097,14.12683487,0.0,804.831604,300.5882263,157.0118713,0.0,2861.220947,2680.629883,317.5906677,0.0,1.08552897,0.4862162769,156.9465637,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,45.0192,1.4347,92.4428,,0,,DB040,,nada,0,1,,0,0,0,0,0,0,0,0,0,G045.019+01.434,287.140254719672,11.403841813424801,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,45.0616,0.451513,35.0981,mwp,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,G045.061+00.451,288.0492845133493,10.98757886861816,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,45.067398,0.14074594,23.550493,,0,,G45.07+0.13,,,1,0,G045.07+00.13,1,0,0,0,0,0,0,1,0,G045.067+00.140,288.3324838067723,10.848707660496228,['G045.07+00.13'],G45.07+0.13,G045.071+00.132,45.07123,0.13231,288.3419031423843,10.84818971312195,0.000153,-2.5500000000000003e-05,24.8,2.1,59.2,0.8,,,,,,,,,,,,,Arecibo,0.8,6.0,5.0,Araya et al. (2004),2004.0,,,,,,,,,,,,,,,,,,,['G45.07+0.13'],,,,,,,,,,,,,,,,,,,,,,,,G45.07+0.13,G045.071+00.132,45.07123,0.13231,288.3419031423843,10.84818971312195,Araya et al. (2004),2004.0,T,H2CO/Kinematic,['G45.07+0.13'],6.63595295,0.4274163842,0.7481707335,0.0,32.57994461,2.754057169,0.7481707335,0.001937984489,10.05505466,1.06753993,0.06733579934,0.0,29.86126328,5.100411415,0.06733579934,0.0,598.3301392,41.8759346,0.7485038638,0.0,1069.200806,106.0210876,1.514011979,0.0,,,,,0.319070071,0.005226568785,0.8122222424,,,,,,,,,,,,,,,,G045.07+00.13,G045.07+0.13,19:13:22.0427,+10:50:53.336,0.129,0.007,-3.21,0.26,-6.11,0.26,59.0,5.0,2,['G045.07+00.13'],,,,,
K,45.070294,0.13230678,60.958663,,0,,G45.070+0.133;G45.07+0.13,,,1,0,G045.07+00.13,1,0,0,0,0,0,0,1,0,G045.070+00.132,288.3414639957102,10.847359001071613,['G045.07+00.13'],G45.070+0.133,G045.070+00.133,45.07,0.133,288.34069983610465,10.847420082377084,0.027989999999999998,0.00248,25.6,2.62,60.7,1.11,,,,,,,,,,,,,VLA/Effelsberg,0.42,5.3,5.7,Khan et al. (2024),2024.0,,,,,,,,,,,,,,,,,,,['G45.070+0.133'],,,,,,,,,,,,,,,,,,,,,,,,G45.07+0.13,G045.071+00.132,45.07123,0.13231,288.3419031423843,10.84818971312195,Araya et al. (2004),2004.0,T,H2CO/Kinematic,['G45.07+0.13'],20.34443474,1.145065546,1.851600051,0.0,47.76379013,3.185142756,1.878400087,0.0,15.4782877,1.721562624,0.1723999977,0.0,53.58008957,6.051508904,0.1723999977,0.0,3579.749512,44.11010742,1.925689101,0.0,3697.034424,242.1379852,3.959467173,0.0,,,,,0.06842923164,0.0003097372537,0.1149467677,,,,,,,,,,,,,,,,G045.07+00.13,G045.07+0.13,19:13:22.0427,+10:50:53.336,0.129,0.007,-3.21,0.26,-6.11,0.26,59.0,5.0,2,['G045.07+00.13'],,,,,
Q,45.0877,-0.495004,59.6084,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,G045.087-00.496,288.9150173364126,10.571281645461331,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,45.118639,0.14431769,18.281988,,0,,G45.122+0.131;G45.12+0.13;G045.125+00.136,,,1,0,G045.07+00.13,1,0,0,0,0,0,0,1,0,G045.118+00.144,288.3534637625564,10.895759572034208,['G045.07+00.13'],G45.122+0.131,G045.122+00.131,45.122,0.131,288.3670660745115,10.892559086266484,0.04757,0.00117,57.83,1.64,56.56,0.69,,,,,,,,,,,,,VLA/Effelsberg,0.42,5.3,5.7,Khan et al. (2024),2024.0,,,,,,,,,,,,,,,,,,,['G45.122+0.131'],,,,,,,,,,,,,,,,,,,,,,,,G45.12+0.13,G045.122+00.133,45.12236,0.13252,288.3658648964366,10.893583145406323,Araya et al. (2004),2004.0,T,H2CO/Kinematic,['G45.12+0.13'],1.116107106,3.232040167,0.2914748788,0.0,14.65192604,16.66405869,0.291474849,0.0,3.438355684,7.044808865,0.02623303048,0.0,13.5975771,23.39915848,0.02623303048,0.0,15.15016747,196.8712158,0.291618824,0.0,-6.167004585,302.7107544,0.5898627043,0.0,,,,,0.1866998672,0.006738684606,0.3104710579,,,,,,,,,,,,,,,,G045.07+00.13,G045.07+0.13,19:13:22.0427,+10:50:53.336,0.129,0.007,-3.21,0.26,-6.11,0.26,59.0,5.0,2,['G045.07+00.13'],,,,,
Q,45.1199,-0.118437,34.2502,mwp,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,G045.119-00.119,288.59101174375013,10.774901179426749,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
