Catalog,GLong,GLat,Radius,Comments,Group_Flag,Group,Name,Alias,Simbad_comments,VGPSExclude,MagpisExclude,Parallax_Name,Magpis,NVSS,Cornish,Yusef20cmGC,LangRadio,LangPaschen,THOR,SMGPS,MeerKATGC,GName,RA (J2000),Dec (J2000),Name_Split,Name_Observed,GName_Observed,GLong_Observed,GLat_Observed,RA (J2000)_Observed,Dec (J2000)_Observed,TL,e_TL,FWHM,e_FWHM,VLSR,e_VLSR,VLSR_He,e_VLSR_He,FWHM_He,e_FWHM_He,TL_He,e_TL_He,VLSR_C,e_VLSR_C,FWHM_C,e_FWHM_C,TL_C,e_TL_C,Telescope,Resolution,Wavelength,Frequency,Author,Year,VLSR2,e_VLSR2,FWHM2,e_FWHM2,TL2,e_TL2,VLSR3,e_VLSR3,FWHM3,e_FWHM3,TL3,e_TL3,VLSR4,e_VLSR4,FWHM4,e_FWHM4,TL4,e_TL4,Name_Split_Observed,Name_Te,GName_Te,GLong_Te,GLat_Te,RA (J2000)_Te,Dec (J2000)_Te,Author_Te,Year_Te,Te,e_Te,y,e_y,Name_Split_Te,Name_Real_VLSR,GName_Real_VLSR,GLong_Real_VLSR,GLat_Real_VLSR,RA (J2000)_Real_VLSR,Dec (J2000)_Real_VLSR,Author_Real_VLSR,Year_Real_VLSR,Real_VLSR,Name_Split_Real_VLSR,Name_KDAR,GName_KDAR,GLong_KDAR,GLat_KDAR,RA (J2000)_KDAR,Dec (J2000)_KDAR,Author_KDAR,Year_KDAR,KDAR,DMethod,Name_Split_KDAR,GLIMPSE_Flux,GLIMPSE_e_Flux,GLIMPSE_Area,GLIMPSE_Saturation,MIPSGal_Flux,MIPSGal_e_Flux,MIPSGal_Area,MIPSGal_Saturation,WISE3_Flux,WISE3_e_Flux,WISE3_Area,WISE3_Saturation,WISE4_Flux,WISE4_e_Flux,WISE4_Area,WISE4_Saturation,HiGal70_Flux,HiGal70_e_Flux,HiGal70_Area,HiGal70_Saturation,HiGal160_Flux,HiGal160_e_Flux,HiGal160_Area,HiGal160_Saturation,VGPS_Flux,VGPS_e_Flux,VGPS_Area,VGPS_Saturation,MAGPIS_Flux,MAGPIS_e_Flux,MAGPIS_Area,GLong_Radio_Continuum,GLat_Radio_Continuum,RA (J2000)_Radio_Continuum,Dec (J2000)_Radio_Continuum,Author_Radio_Continuum,Year_Radio_Continuum,Match_Distance,GLong_Molecular,GLat_Molecular,RA (J2000)_Molecular,Dec (J2000)_Molecular,VLSR_Molecular,Molecule_Molecular,Author_Molecular,Year_Molecular,GName_Parallax,Alias_Parallax,RA (J2000)_Parallax,Dec (J2000)_Parallax,Parallax,e_Parallax,mux,e_mux,muy,e_muy,VLSR_Parallax,e_VLSR_Parallax,Author_Parallax,Name_Split_Parallax,spectrum_x,spectrum_y,Group_VLSR,Group_e_VLSR,Group_KDAR
C,10.6263,-0.372875,15.909,,0,,,,,0,0,G010.62-00.38,0,0,0,0,0,0,0,1,0,G010.626-00.373,272.6108679788307,-19.92273421251957,['G010.62-00.38'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6221,-0.3789,272.61432458410104,-19.929320524846993,Urquhart et al. (2007),2007.0,0.007344428160177437,,,,,,,,,G010.62-00.38,,18:10:28.5628,-19:55:48.738,0.202,0.019,-0.37,0.5,-0.6,0.25,-3.0,5.0,7,['G010.62-00.38'],,,,,
K,10.6296,-0.341889,12.9688,,0,,FQ148;LA1011,,,0,0,G010.62-00.33,1,0,0,0,0,0,0,1,0,G010.629-00.342,272.58369994022615,-19.904886282461447,['G010.62-00.33'],LA1011,G010.630-00.338,10.63,-0.338,272.5802832800923,-19.9026583417624,0.0793,0.00068,18.2,0.18,-9.1,0.08,,,,,,,,,,,,,GBT,1.3,3.0,9.0,Anderson et al. (2015a),2015.0,,,,,,,,,,,,,,,,,,,['LA1011'],,,,,,,,,,,,,,,,,,,,,,,,LA1011,G010.630-00.338,10.63,-0.338,272.5802832800923,-19.9026583417624,Anderson et al. (2015a),2015.0,,nan,['LA1011'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6293,-0.3383,272.5802032461799,-19.9034161806928,Urquhart et al. (2009),2009.0,0.006289318007542575,10.625,-0.3376,272.5773432551966,-19.906843708258823,-5.02,NH3,Wienen et al. (2012),2012.0,G010.62-00.33,,18:10:17.9849,-19:54:04.646,0.362,0.076,-0.36,0.39,-1.86,0.38,-6.0,5.0,52,['G010.62-00.33'],,,,,
K,10.6297,-0.338341,42.5,,0,,LA1011,,,0,0,G010.62-00.33,1,0,0,0,0,0,0,1,0,G010.629-00.339,272.58044682495245,-19.90308569484006,['G010.62-00.33'],LA1011,G010.630-00.338,10.63,-0.338,272.5802832800923,-19.9026583417624,0.0793,0.00068,18.2,0.18,-9.1,0.08,,,,,,,,,,,,,GBT,1.3,3.0,9.0,Anderson et al. (2015a),2015.0,,,,,,,,,,,,,,,,,,,['LA1011'],,,,,,,,,,,,,,,,,,,,,,,,LA1011,G010.630-00.338,10.63,-0.338,272.5802832800923,-19.9026583417624,Anderson et al. (2015a),2015.0,,nan,['LA1011'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6293,-0.3383,272.5802032461799,-19.9034161806928,Urquhart et al. (2009),2009.0,0.004758054329239759,10.625,-0.3376,272.5773432551966,-19.906843708258823,-5.02,NH3,Wienen et al. (2012),2012.0,G010.62-00.33,,18:10:17.9849,-19:54:04.646,0.362,0.076,-0.36,0.39,-1.86,0.38,-6.0,5.0,52,['G010.62-00.33'],,,,,
G,10.6314,-0.387316,26.003,,1,G10.597-0.384;G010.617-00.384;G010.618-00.384;G010.617-00.38;G010.617-0.38;G010.596-00.381,,,,0,0,G010.62-00.38,1,0,0,0,0,0,0,1,0,G010.631-00.388,272.6269390716766,-19.925237095951896,['G010.62-00.38'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G010.62-00.38,,18:10:28.5628,-19:55:48.738,0.202,0.019,-0.37,0.5,-0.6,0.25,-3.0,5.0,7,['G010.62-00.38'],,,0.56,0.63,
K,10.638,-0.433445,42.5,,0,,LA1012,,,0,0,G010.62-00.38,0,0,0,0,0,0,0,1,0,G010.638-00.434,272.6733063920089,-19.94171148637408,['G010.62-00.38'],LA1012,G010.638-0.434,10.638,-0.434,272.6738235749949,-19.941979182977644,0.0716,0.0006,18.0,0.2,-0.2,0.1,,,,,,,,,,,,,GBT,1.3,3.0,9.0,Anderson et al. (2011),2011.0,,,,,,,,,,,,,,,,,,,['LA1012'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G010.62-00.38,,18:10:28.5628,-19:55:48.738,0.202,0.019,-0.37,0.5,-0.6,0.25,-3.0,5.0,7,['G010.62-00.38'],,,,,
C,10.6715,-0.209635,42.5002,,0,,,,,0,0,,0,0,0,0,0,0,0,1,0,G010.671-00.210,272.4821017782023,-19.804312002478113,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,10.6785,-0.0305795,30.5599,,0,,FQ149,,,0,0,,1,0,0,0,0,0,0,1,0,G010.678-00.031,272.319187119627,-19.711566589141036,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004997181230454092,10.6805,-0.026,272.31595948450916,-19.70759933749859,51.04,NH3,Wienen et al. (2012),2012.0,,,,,,,,,,,,,,,,,,,
K,10.689,0.031,104.102,,0,,G010.689+00.031,,,0,0,,0,0,0,0,0,0,0,1,0,G010.689+00.031,272.2673659866631,-19.672556679755765,[],G010.689+00.031,G010.689+00.031,10.689,0.031,272.2673552534227,-19.67244694512926,0.031,0.0040999999999999995,19.9,3.0,34.5,1.3,,,,,,,,,,,,,NRAO 140',3.0,3.0,9.0,Lockman (1989),1989.0,,,,,,,,,,,,,,,,,,,['G010.689+00.031'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,10.6935543,-0.0998332,31.242,,0,,,,,0,1,,0,0,0,0,0,0,0,1,0,G010.693-00.100,272.39130561904864,-19.731911050322466,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,10.7109111,-0.0937584,31.242,,0,,,,,0,1,,0,0,0,0,0,0,0,1,0,G010.710-00.094,272.39457818464155,-19.71378176893562,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,10.711,-0.104127,26.6103,,0,,,,,0,0,,0,0,0,0,0,0,0,1,0,G010.711-00.105,272.4042635903991,-19.718719904093277,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,10.7491,-0.0719733,55.9327,,0,,,,,0,0,,0,0,0,0,0,0,0,1,0,G010.749-00.072,272.3939508920588,-19.669820072203066,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,10.7519,0.0551648,20.9784,,0,,,,,0,0,,0,0,0,0,0,0,0,1,0,G010.751+00.055,272.2772717203466,-19.605823586045116,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,10.7554639,-0.0241692,256.382,,0,,,,,0,1,,0,0,0,0,0,0,0,1,0,G010.755-00.025,272.3527979222023,-19.641118590194424,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,10.769,-0.486437,580.433,,0,,LA1012;G010.664-00.467,,,0,0,G010.62-00.38,0,0,0,0,0,0,0,1,0,G010.769-00.487,272.78983696489934,-19.852484155486085,['G010.62-00.38'],LA1012,G010.638-0.434,10.638,-0.434,272.6738235749949,-19.941979182977644,0.0716,0.0006,18.0,0.2,-0.2,0.1,,,,,,,,,,,,,GBT,1.3,3.0,9.0,Anderson et al. (2011),2011.0,,,,,,,,,,,,,,,,,,,['LA1012'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G010.62-00.38,,18:10:28.5628,-19:55:48.738,0.202,0.019,-0.37,0.5,-0.6,0.25,-3.0,5.0,7,['G010.62-00.38'],,,,,
C,10.8131612,0.0093139,19.029,,0,,,,,0,1,,0,0,0,0,0,0,0,1,0,G010.813+00.009,272.3513393737781,-19.574423699319354,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,10.8148968,0.0236333,22.247,,0,,,,,0,1,,0,0,0,0,0,0,0,1,0,G010.814+00.023,272.3389326508053,-19.56597377540101,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,10.8148968,0.0314438,14.727,,0,,,,,0,1,,0,0,0,0,0,0,0,0,0,G010.814+00.031,272.3316795959653,-19.562192769612647,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,10.8269,-0.0147699,42.5,,0,,LA1013,,,0,0,,0,0,0,0,0,0,0,1,0,G010.826-00.015,272.38076441529273,-19.574055826983738,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006829461619337166,10.826,-0.008,272.37401429853986,-19.571567647787102,   74.0,CS,"Bronfman, Nyman, & May (1996)",1996.0,,,,,,,,,,,,,,,,,,,
C,10.8426,-0.111519,31.3382,,0,,,,,0,0,,0,0,0,0,0,0,0,1,0,G010.842-00.112,272.4787098152256,-19.60710265917951,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,10.843628,-2.6040656,43.28216,,0,,,,,1,1,,0,0,0,0,0,0,0,0,0,G010.843-02.605,274.8132436593915,-20.795784928142062,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,10.8444,-2.58713,160.266,,0,,FQ150,,,1,1,,0,0,0,0,0,0,0,0,0,G010.844-02.588,274.7976524655451,-20.78712737573694,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,10.84585,-2.5805096,43.53321,,0,,,,,1,1,,0,0,0,0,0,0,0,0,0,G010.845-02.581,274.79213610148173,-20.782730828847114,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,10.856,0.0631092,25.0528,,0,,,,,0,0,,0,0,0,0,0,0,0,1,0,G010.856+00.063,272.3233949451327,-19.510897454087765,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,10.8594,-0.0352751,19.3136,,0,,,,,0,0,,0,0,0,0,0,0,0,1,0,G010.859-00.036,272.4164959848939,-19.55553174103247,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,10.8595,-0.124739,59.3198,,0,,LA1014,,,0,0,,0,0,0,0,0,0,0,1,0,G010.859-00.125,272.4996657250441,-19.598696848134278,[],LA1014,G010.858-0.124,10.858,-0.124,272.4982094935377,-19.599652938299403,0.0316,0.0006,17.3,0.4,60.2,0.2,,,,,,,,,,,,,GBT,1.3,3.0,9.0,Anderson et al. (2011),2011.0,-11.4,0.7,16.4,1.6,0.0076,0.0006,,,,,,,,,,,,,['LA1014'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,10.8777,0.0842608,112.436,,0,,G010.876+00.085,,,0,0,,0,0,0,0,0,0,0,1,0,G010.877+00.084,272.31490785117853,-19.481669524470643,[],G010.876+00.085,G010.876+00.085,10.876,0.085,272.3133987258603,-19.4827762877437,0.03,0.0033,20.5,2.6,18.1,1.1,,,,,,,,,,,,,NRAO 140',3.0,3.0,9.0,Lockman (1989),1989.0,,,,,,,,,,,,,,,,,,,['G010.876+00.085'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,10.8849,0.122962,27.5278,,0,,,,,0,0,,0,0,0,0,0,0,0,1,0,G010.884+00.122,272.2826923644702,-19.456628021946756,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,10.8879,-0.0531243,34.1148,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,G010.887-00.054,272.44770020315366,-19.53921781269418,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,10.8985,0.0549925,44.1515,,0,,,,,0,0,,0,0,0,0,0,0,0,1,0,G010.898+00.054,272.35275354244686,-19.477638028149805,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,10.9253,0.0695041,73.107,diffuse,0,,FQ151,,,0,0,,0,0,0,0,0,0,0,1,0,G010.925+00.069,272.35304268059065,-19.44716260587247,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,10.929,0.0461379,24.2272,,0,,,,,0,0,,0,0,0,0,0,0,0,1,0,G010.929+00.046,272.3766271097292,-19.45523259216925,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,10.9514,0.00211094,19.3136,,0,,,,,0,0,,0,0,0,0,0,0,0,1,0,G010.951+00.002,272.4289856050633,-19.456925875814765,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,10.9564,0.0304025,19.9391,,1,G10.965+0.008;G10.96+0.02;G010.966+00.009,,,,0,0,,1,0,0,0,0,0,0,1,0,G010.956+00.030,272.4052898798746,-19.438865729950894,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.95,1.73,F
G,10.9583,0.0217172,17.4202,,1,G10.965+0.008;G10.96+0.02;G010.966+00.009,,,,0,0,,1,0,0,0,0,0,0,1,0,G010.958+00.021,272.41432567735586,-19.441403979943704,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9587,0.0223,272.41398992010556,-19.440771989812422,Urquhart et al. (2009),2009.0,0.006810020252539775,10.962,0.016,272.4215300018539,-19.440930795227455,   20.6,CS,"Bronfman, Nyman, & May (1996)",1996.0,,,,,,,,,,,,,,,,,15.95,1.73,F
C,10.9615613,0.0561772,61.397,,0,,,,,0,1,,0,0,0,0,0,0,0,1,0,G010.961+00.056,272.38401770661676,-19.42187912958507,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,10.9646,0.00669485,38.7258,,0,,G10.965+0.008;G10.96+0.02;G010.966+00.009,,,0,0,,0,0,0,0,0,0,0,1,0,G010.964+00.006,272.4315005226702,-19.443155301858425,[],G10.965+0.008,G010.965+00.008,10.965,0.008,272.43049419794215,-19.442174011344953,0.01902,0.0024500000000000004,27.42,4.08,15.95,1.73,,,,,,,,,,,,,VLA/Effelsberg,0.42,5.3,5.7,Khan et al. (2024),2024.0,,,,,,,,,,,,,,,,,,,['G10.965+0.008'],,,,,,,,,,,,,,,,,,,,,,,,G10.96+0.02,G010.959+00.022,10.958585269041926,0.02223496400158618,272.4139986045524,-19.44089823477944,Sewilo et al. (2004),2004.0,F,H2CO/Kin,['G10.96+0.02'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9666,0.0089,272.43047936586584,-19.440338308666167,Urquhart et al. (2009),2009.0,0.002977026456465506,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,10.9668,0.0222715,30.7629,,1,G10.965+0.008;G10.96+0.02;G010.966+00.009,G010.966+00.022,,,0,0,,1,0,0,0,0,0,0,1,0,G010.966+00.022,272.4181709628569,-19.43369629072457,[],G010.966+00.022,G010.968+00.024,10.968,0.024,272.41718217122735,-19.43180996487592,0.06620000000000001,0.0018,29.1,0.9,17.4,0.4,,,,,,,,,,,,,GBT,2.65,5.76,5.21,Linville et al. (2023),2023.0,,,,,,,,,,,,,,,,,,,['G010.966+00.022'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9587,0.0223,272.41398992010556,-19.440771989812422,Urquhart et al. (2009),2009.0,0.007897576352906943,10.962,0.016,272.4215300018539,-19.440930795227455,   20.6,CS,"Bronfman, Nyman, & May (1996)",1996.0,,,,,,,,,,,,,,,,,15.95,1.73,F
C,10.9712,0.134072,40.4359,,0,,,,,0,0,,0,0,0,0,0,0,0,1,0,G010.971+00.134,272.31669855446876,-19.375742561245126,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,10.9923,-0.369543,36.863,,0,,,,,0,0,,0,0,0,0,0,0,0,1,0,G010.992-00.370,272.79529263470897,-19.600496210540324,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,11.0234,-0.368433,34.3224,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,G011.023-00.369,272.8101610617991,-19.572708160419616,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,11.0305,0.0529473,17.9147,,1,LA904,,,,0,0,,1,0,0,0,0,0,0,1,0,G011.030+00.052,272.4223691010423,-19.363105833120656,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,0.1,
C,11.032831,0.02738283,31.3485,,0,,,,,0,0,,1,0,0,0,0,0,0,1,0,G011.032+00.027,272.44728281679215,-19.37342808640485,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,11.0351,0.0658829,42.5002,,0,,LA904,,,0,0,,0,0,0,0,0,0,0,1,0,G011.035+00.065,272.4127270061612,-19.352823104658093,[],LA904,G011.035+0.066,11.035,0.066,272.4125671117191,-19.35285398733514,0.054700000000000006,0.0004,28.6,0.3,12.1,0.1,,,,,,,,,,,,,GBT,1.3,3.0,9.0,Anderson et al. (2011),2011.0,,,,,,,,,,,,,,,,,,,['LA904'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,11.0392,0.0570128,13.3052,,0,,,,,0,0,,0,0,0,0,0,0,0,1,0,G011.039+00.057,272.42305733884655,-19.35352477920457,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
